date,congestion_index,traffic_volume,average_speed,is_outlier,year,month,day,dayofweek,is_weekend,is_holiday,season,dayofyear,weekofyear,quarter,is_month_start,is_month_end,temp_avg,humidity,rainfall,pressure,wind_speed,congestion_index_lag_1,congestion_index_lag_7,congestion_index_lag_14,congestion_index_rolling_mean_7,congestion_index_rolling_std_7,congestion_index_rolling_min_7,congestion_index_rolling_max_7,congestion_index_rolling_mean_14,congestion_index_rolling_std_14,congestion_index_rolling_min_14,congestion_index_rolling_max_14,month_sin,month_cos,dayofweek_sin,dayofweek_cos
2019-01-15,43.762138497494334,2371.5355648806703,41.228897179197105,False,2019,1,15,1,0,0,cool,15,3,1,0,0,21.734628630508503,69.53860006331348,7.551185735028544,1012.4457692851418,6.276844785516048,42.65281390675266,55.03925409475807,52.48357076505616,48.84379632644679,4.3549638003124755,42.65281390675266,54.25588842457264,51.162424774688425,4.713932681941024,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2019-01-16,49.742095304957004,2441.0569944298854,37.48366152883294,False,2019,1,16,2,0,0,cool,16,3,1,0,0,25.35596377320658,69.63169021583893,7.953528344163586,1012.9814083526862,4.87021315546319,43.762138497494334,49.02541579145789,49.48081205570242,48.946179114089524,4.368349001443519,42.65281390675266,54.25588842457264,51.181087863920894,4.707275346178903,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2019-01-17,47.65542597366893,2684.369017192015,46.1182589779613,False,2019,1,17,3,0,0,cool,17,3,1,0,0,24.13717189926957,71.08240913579148,6.20151852987942,1014.1626028629162,5.712311507543458,49.742095304957004,54.25588842457264,53.58265880673092,48.00325590681756,3.6910734543956596,42.65281390675266,53.26085635651636,50.757714090130754,4.741089206566094,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2019-01-18,54.45606099178246,2622.461086252102,43.14649766658118,False,2019,1,18,4,0,0,cool,18,3,1,0,0,28.25060146083069,63.70775787166011,10.78186642018443,1014.7062893033008,4.385674726473411,47.65542597366893,49.395842977752466,58.13134595427267,48.726144194536126,4.4306801933268805,42.65281390675266,54.45606099178246,50.495193735667165,4.390159757615169,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
2019-01-19,48.50909186895683,2661.602387251599,40.161497849200614,False,2019,1,19,5,1,0,cool,19,3,1,0,0,24.71529757068668,71.94504326144053,6.999982942661504,1016.5748528010332,5.672527846199451,54.45606099178246,49.55361833058116,49.51725739440652,48.5769261285898,4.4157313078925995,42.65281390675266,54.45606099178246,50.423181912420766,4.415629377265035,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2019-01-20,46.15117811024719,2694.218324537242,42.55083632071995,False,2019,1,20,6,1,0,cool,20,3,1,0,0,23.333246189533043,71.02338161761698,6.9300305837328295,1013.5459104167616,5.731186020782742,48.50909186895683,53.26085635651636,49.68896320262856,47.5612578076942,3.952131787675485,42.65281390675266,54.45606099178246,50.170482977250664,4.559758100972776,42.65281390675266,58.9270810520113,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2019-01-21,60.703472840548905,2728.201163590588,42.7308744482004,False,2019,1,21,0,0,0,cool,21,4,1,0,0,32.09712950351757,75.81481242629273,7.476002564027702,1012.7418323915426,7.397174404873196,46.15117811024719,42.65281390675266,58.9270810520113,50.13992336966509,5.712478386254795,43.762138497494334,60.703472840548905,50.29736810500335,4.83837694599879,42.65281390675266,60.703472840548905,0.49999999999999994,0.8660254037844387,0.0,1.0
2019-01-22,52.40787971933104,2828.0428050441565,37.661837028956754,False,2019,1,22,1,0,0,cool,22,4,1,0,0,27.152080075951368,77.01392171153137,6.15723769511307,1014.46067800473,5.478369382862497,60.703472840548905,43.762138497494334,55.03925409475807,51.375029258498905,4.993054110669559,46.15117811024719,60.703472840548905,50.109412792472845,4.6887983114563365,42.65281390675266,60.703472840548905,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2019-01-23,54.03488645234635,2692.8810942529044,36.84276238040585,False,2019,1,23,2,0,0,cool,23,4,1,0,0,28.160380957189155,84.92672233943952,6.472897038770564,1012.61162186528,5.829491923434633,52.40787971933104,49.742095304957004,49.02541579145789,51.98828513669738,5.0226042996049705,46.15117811024719,60.703472840548905,50.467232125393444,4.7897694932307555,42.65281390675266,60.703472840548905,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2019-01-24,46.73289313136879,2567.447490949374,39.460824677313816,False,2019,1,24,3,0,0,cool,24,4,1,0,0,23.81106269130849,80.53707028458436,8.836068399578748,1014.335604200514,6.008288228199256,54.03488645234635,47.65542597366893,54.25588842457264,51.85649473065451,5.165320566489872,46.15117811024719,60.703472840548905,49.92987531873603,4.753892589798388,42.65281390675266,60.703472840548905,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
